sentence,label,idx
"loses points when it surrenders to a formulaic bang-bang , shoot-em-up scene at the conclusion ",0,45765
balances real-time rhythms with propulsive incident . ,1,19473
is marvelous ,1,56977
the ups and downs of friendships ,1,26652
an amusing and unexpectedly insightful examination ,1,38314
a wonderful ensemble cast of characters that bring the routine day to day struggles of the working class to life ,1,24607
"dull , spiritless , silly and monotonous ",0,41869
enough to sustain laughs ,1,50142
brushes ,1,40139
unimpressively ,0,49336
the young woman 's infirmity and her naive dreams ,0,53435
sentimentality and annoying ,0,60297
borscht ,0,24648
comic sparks ,1,41360
", xxx is a blast of adrenalin , rated eee for excitement . ",1,8009
"full of cheesy dialogue , ",0,8190
tosses around sex toys and offers ,0,43332
"crammed with incident , and bristles with passion and energy ",1,21752
dickens evergreen : the exuberant openness with which he expresses our most basic emotions ,1,46710
pleasure to watch ,1,33125
achingly sad ,0,22128
dying and loving ,1,7407
one-dimensional ,0,12741
"ai n't art , ",0,21092
a complete shambles ,0,8662
"no excuse for following up a delightful , well-crafted family film with a computer-generated cold fish ",0,33967
", lame screenplay ",0,25225
a blown-out vein ,0,44777
could fail to respond ,0,19288
blues ,0,58416
", sweaty-palmed fun ",1,22562
"the ensemble cast , the flat dialogue by vincent r. nebrida or the gutless direction by laurice guillen ",0,17676
"the movie is n't painfully bad , something to be ` fully experienced ' ; it 's just tediously bad , something to be fully forgotten . ",0,10945
were at home watching that movie instead of in the theater watching this one ,0,57693
"an elegant work , food of love is as consistently engaging as it is revealing . ",1,58971
the script 's bad ideas and awkwardness ,0,26443
", super troopers suffers because it does n't have enough vices to merit its 103-minute length . ",0,57138
"the more you think about the movie , the more you will probably like it . ",1,11578
"in retelling a historically significant , and personal , episode detailing how one international city welcomed tens of thousands of german jewish refugees while the world 's democracie ",1,31960
"disjointed , flaws that have to be laid squarely on taylor 's doorstep ",0,52178
so sloppily written and ,0,62685
"hardly an objective documentary , but it 's great cinematic polemic ... ",1,48851
an intelligent screenplay and gripping performances ,1,8631
live-wire ,1,41394
this is n't a stand up and cheer flick ; it 's a sit down and ponder affair ,1,3882
basically the sort of cautionary tale that was old when ` angels with dirty faces ' appeared in 1938 ,0,30914
"self-control to guide a loose , poorly structured film through the pitfalls of incoherence and redundancy ",0,47308
an undistinguished attempt to make a classic theater piece ,0,29359
a game supporting cast ,1,11274
"has all of dean 's mannerisms and self-indulgence , but none of his sweetness and vulnerability ",0,5615
", a movie like ballistic : ecks vs. sever is more of an ordeal than an amusement . ",0,21798
mass drug-induced bowel ,0,27670
there 's plenty to impress about e.t. ,1,62030
bad-movie way ,0,20619
a spoof comedy ,1,1228
morality tale ,1,42125
"recipe , inspiring ",1,24233
bloodbath ,0,64636
"the story line may be 127 years old , but el crimen del padre amaro ... could n't be more timely in its despairing vision of corruption within the catholic establishment ",1,58856
smartest ,1,47719
"parker updates the setting in an attempt to make the film relevant today , without fully understanding what it was that made the story relevant in the first place . ",0,48756
"a smartly directed , grown-up film of ideas ",1,20974
neatly ,1,23391
"a wry , affectionate delight ",1,23230
nemesis ,0,11023
touching british comedy ,1,29874
impress about e.t. ,1,4374
smart little indie . ,1,38943
your interest until the end and even leaves you with a few lingering animated thoughts . ,1,9872
the problem with `` xxx '' is that its own action is n't very effective . ,0,51456
delight your senses ,1,10950
in form ,1,58491
its shortness disappoints ,0,55036
the credit for the film 's winning tone ,1,7650
yet i found it weirdly appealing ,1,16310
schnieder ,1,66740
's an 88-minute highlight reel that 's 86 minutes too long ,0,16225
"derivative , overlong , and bombastic -- yet surprisingly entertaining ",1,14796
i saw this one ,1,21982
confusion and ,0,10008
illuminating comedy ,1,64654
an immensely entertaining look ,1,34151
"offbeat humor , amusing characters , and a happy ending ",1,1192
tries so hard to be quirky and funny that the strain is all too evident ,0,7186
"a waterlogged version of ` fatal attraction ' for the teeny-bopper set ... a sad , soggy potboiler that wastes the talents of its attractive young leads . ",0,13007
", while nothing special , is pleasant , diverting and modest -- definitely a step in the right direction . ",1,29164
actually manages to bring something new into the mix ,1,7122
"nettelbeck has crafted an engaging fantasy of flavors and emotions , one part romance novel , one part recipe book . ",1,44530
could have used my two hours better watching being john malkovich again ,0,3416
an admirable storyteller ,1,66881
who cares ? ,0,10121
jell into charm ,1,59438
herzog simply runs out of ideas and ,0,11451
-- sometimes tedious -- ,0,13294
compelling pre-wwii drama ,1,35531
"it is as uncompromising as it is nonjudgmental , and makes clear that a prostitute can be as lonely and needy as any of the clients . ",1,31167
"the sulking , moody male hustler ",0,48287
"takes you by the face , strokes your cheeks ",1,45658
an otherwise excellent film ,1,27550
of stunning images and effects ,1,5821
michael myers for good ,1,34532
little more than a well-mounted history lesson . ,0,1607
approaches swedish fatalism using gary larson 's far side humor ,1,66135
provide an intense experience when splashed across the immense imax screen . ,1,40996
while remaining true to his principles ,1,13764
a 94-minute travesty ,0,26021
the movie grows boring despite the scenery . ,0,38465
"a gorgeously strange movie , ",1,10217
fashioning an engrossing entertainment out ,1,88
melodramatic movie ,1,41698
of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them ,1,24392
will once again be an honest and loving one ,1,11751
"for a depressing story that throws a bunch of hot-button items in the viewer 's face and asks to be seen as hip , winking social commentary ",0,59231
a chance to revitalize what is and always has been remarkable about clung-to traditions ,1,51466
new testament stories ,1,58950
has a way of seeping into your consciousness ,1,30028
"a taut , sobering film ",1,38043
"the story of trouble every day ... is so sketchy it amounts to little more than preliminary notes for a science-fiction horror film , and the movie 's fragmentary narrative style makes piecing the story together frustrating difficult ",0,27981
is n't worth telling ,0,26204
"lack depth or complexity , with the ironic exception of scooter ",0,10091
"hatfield and hicks make the oddest of couples , and in this sense the movie becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie 's political ramifications ",1,59213
a poor fit ,0,19954
celebrates the hardy spirit of cuban music ,1,53790
the casting of raymond j. barry as the ` assassin ' greatly enhances the quality of neil burger 's impressive fake documentary . ,1,61378
choppy recycling ,0,24425
a story that 's shapeless and uninflected ,0,44447
true star ,1,495
"self-mocking , ",0,11223
eminently engrossing film ,1,21116
any shoddy product ,0,58813
"'s meandering , low on energy , and too eager to be quirky at moments ",0,52663
"it with ring , an indisputably spooky film ",1,19010
insufferably ,0,59461
empty stud knockabout ,0,39409
will most likely doze off during this one ,0,7556
did n't particularly like e.t. the first time i saw it as a young boy ,0,22811
i do n't see the point ,0,622
a modestly made but profoundly moving documentary ,1,52171
is greatness here . ,1,44237
"a stunning film , a one-of-a-kind tour de force ",1,49237
"on a squirm-inducing fish-out-of-water formula that goes nowhere and goes there very , very slowly ",0,13854
"i liked the movie , ",1,5148
that deep inside righteousness can be found a tough beauty ,1,29763
the good and different ,1,38711
the obnoxious title character ,0,28721
winning performances ,1,67189
ultimate movie experience ,1,20211
antonio banderas ,1,40720
) comes off like a hallmark commercial ,0,56363
with a massive infusion of old-fashioned hollywood magic ,1,33134
much funnier than anything ,1,53221
